sample_id,true_label,failure_mode,quantum_relentropy_score,classical_ocsvm_score
108,0,healthy,0.004592471900710363,-1.1425005597806983
109,0,healthy,0.01706609601047851,-0.47564073646123006
110,0,healthy,0.003327946492461608,-1.0471697213878954
111,0,healthy,0.006653783438957671,-1.3061274221867176
112,0,healthy,0.007222818520051463,-0.05897917593198532
113,0,healthy,0.009570250316523685,-1.2587777208798858
114,0,healthy,0.007882116343468179,-1.3479750514160793
115,0,healthy,0.009458898039813559,-1.1649916900773887
116,0,healthy,0.016061033404883428,-0.5395052476643123
117,0,healthy,0.031276880350382584,-0.9484706967488084
118,0,healthy,0.007115138060350959,-1.330256993418363
119,0,healthy,0.007456387666310543,1.0740208352091387
120,0,healthy,0.006117712520032013,-0.6308067947400611
121,0,healthy,0.027641278882738943,-0.40824506764462587
122,0,healthy,0.003342970836451696,-0.27786296727378357
123,0,healthy,0.007403813332942935,-0.8202568878434535
124,0,healthy,0.005471363283551464,-1.169949329475088
125,0,healthy,0.011886398511874898,-0.5660030897371717
126,0,healthy,0.011455552491229521,-1.3014942731213859
127,0,healthy,0.01130116039983698,-1.1922781187144986
128,0,healthy,0.012545650928542998,-0.6882470316296416
129,0,healthy,0.00326415080895019,-1.0449243078364665
130,0,healthy,0.01723971593523479,0.6968742687297755
131,0,healthy,0.0045027339354208745,0.03818926777239273
132,0,healthy,0.01193480047566215,-1.0960259027499664
133,0,healthy,0.0029340155999576963,-1.0701224796705064
134,0,healthy,0.006587276469244309,-1.099546419975769
135,0,healthy,0.008086983537954465,-1.0136691815203855
136,0,healthy,0.005651174001649561,-1.0741443509779538
137,0,healthy,0.01942875822156992,-1.4215047894697435
138,0,healthy,0.008901577596689685,-0.9005484883925501
139,0,healthy,0.0038665316106202986,-1.0163545035046866
140,0,healthy,0.003191062843275496,-1.0894586841152964
141,0,healthy,0.012867889588830918,-1.407922901621931
142,0,healthy,0.010626776808248705,-1.1637632376985767
143,0,healthy,0.007258003970010781,-1.326550470484972
144,0,healthy,0.011086409218930768,-1.0506452505658226
145,0,healthy,0.009367769936892499,-1.0663871707785182
146,0,healthy,0.01528162382421721,-0.9107929126310887
147,0,healthy,0.00739172942982751,-1.1717041136039308
148,0,healthy,0.005075594986483193,-1.1844972799620619
149,0,healthy,0.0030234791150898026,-0.9660149296375948
150,0,healthy,0.006630054122260687,-1.409317898677604
151,0,healthy,0.028594759600298763,-1.1993639809355612
152,0,healthy,0.003405634962177304,-0.5013222226832843
153,0,healthy,0.008221539150863766,-1.2282284306817726
154,0,healthy,0.005570040310924054,-1.02490834688005
155,0,healthy,0.024560024937630102,-1.265065298732769
156,0,healthy,0.002498226461474653,-1.0279034967066947
157,0,healthy,0.00660324968860411,-1.2415557025221933
158,0,healthy,0.032449420909863136,0.6282746627503184
159,0,healthy,0.005599081739488439,-1.415941811802793
160,0,healthy,0.0103457709172378,-0.29390488833821937
161,0,healthy,0.011908329123185726,-0.9184631397807639
162,0,healthy,0.013262665018392846,-0.6733515138781971
163,0,healthy,0.021259739620401164,-0.8165344018953204
164,0,healthy,0.012445831458136783,-1.0678981128003722
165,0,healthy,0.0113313978225149,-1.3090463549965934
166,0,healthy,0.005030122913832993,-0.821150811944209
167,0,healthy,0.028348445305869843,-1.1446864808283257
168,0,healthy,0.033019757598885154,-0.9561338583350549
169,0,healthy,0.006466295609715346,-1.195508835401486
170,0,healthy,0.012310573970563253,1.5522852705731949
171,0,healthy,0.0039832677416868235,-1.2273981689754958
172,0,healthy,0.01073132077208791,-0.8587948973522099
173,0,healthy,0.008563611070143603,-1.4246251878991982
174,0,healthy,0.004033942694759222,-0.7139140887458506
175,0,healthy,0.009460227953055504,-1.2884061622823877
176,0,healthy,0.017106598606393582,-0.4706945531250408
177,0,healthy,0.012192824175328718,-1.0898875426456316
178,0,healthy,0.020662690533582145,-0.6726815226639271
179,0,healthy,0.006081974082720932,-0.8383662686222175
180,0,healthy,0.005633249275234401,-1.3501020857423498
181,0,healthy,0.0064433054980882,-1.2472621151262588
182,0,healthy,0.002776519701739018,-0.9509430895276374
183,0,healthy,0.009179220142760666,-0.4235784842235084
184,0,healthy,0.005889618821470285,-1.330696520215354
185,0,healthy,0.004865189565305338,-1.2816113537007912
186,0,healthy,0.009222271361748545,-0.9082595915555185
187,0,healthy,0.015342813538081469,-0.700100102328979
188,0,healthy,0.013950557624693086,-1.1446539727315432
189,0,healthy,0.004421914653979527,-1.2075736796500305
190,0,healthy,0.013849555600257137,-1.1177517988230177
191,0,healthy,0.007554475523173313,-0.9670927567303815
192,0,healthy,0.01862843801919647,-0.5808347822781856
193,0,healthy,0.004356072660096711,-1.0162933892768944
194,0,healthy,0.005395668184050121,-1.0453955935112509
195,0,healthy,0.00684479347306114,-1.3736187517738774
196,0,healthy,0.003199017037440573,-1.108618561826125
197,0,healthy,0.004742522407017059,-1.1594571004579004
198,0,healthy,0.006303637770459285,-1.43043899337638
199,0,healthy,0.0026793451723880852,-0.14569550854551405
200,0,healthy,0.008167202505550848,-1.4773059208755104
201,0,healthy,0.012987056601641556,-0.8192304152668566
202,0,healthy,0.008004529212425157,-0.9262990345113682
203,0,healthy,0.006510920316839676,-1.279668295801076
204,0,healthy,0.013861672626194296,-1.045537860699942
205,0,healthy,0.008297966201025887,-1.141639120376552
206,0,healthy,0.017363543527407425,-0.7916323127690603
207,0,healthy,0.013149406429815243,-0.8248693297691396
208,0,healthy,0.012735117107049599,-1.0672829618863569
209,0,healthy,0.00548514226501068,-1.1568818140465815
210,0,healthy,0.0036642883572670986,-1.2184179493776224
211,0,healthy,0.011618730827261541,-1.0538782434984366
212,0,healthy,0.018292778380406268,-1.4914241632628134
213,0,healthy,0.019770729436222982,-1.4400386390611688
214,0,healthy,0.0036510612878985407,-0.954275891871947
215,0,healthy,0.00267311177245059,-0.9577897287079304
216,0,healthy,0.014180091010638454,-0.8207600681044624
217,0,healthy,0.0202042415439437,-1.2806576737185642
218,0,healthy,0.014341262899819004,-0.5135810367214377
219,0,healthy,0.012585881565881385,-1.030947879558858
220,0,healthy,0.0027027720909349783,-1.2443580605624138
221,0,healthy,0.007350085349689216,-0.2973835826485365
222,0,healthy,0.01131742300776993,-1.1748039761521767
223,0,healthy,0.008715656930065445,-0.7656969994039704
224,0,healthy,0.003821207700351664,-1.1720873481379241
225,0,healthy,0.009966515769635772,-1.2561818147078174
226,0,healthy,0.006849548556911668,-1.4103791157477579
227,0,healthy,0.015620510106758002,-0.5183485140491957
228,0,healthy,0.0028372604468537314,-0.9399739266152425
229,0,healthy,0.004333611554649399,-1.2014626748849135
230,0,healthy,0.011390677875989996,-1.2669740006385721
231,0,healthy,0.004947524269469936,-0.7086908506201519
232,0,healthy,0.004993273512069341,-0.9625827769596542
233,0,healthy,0.006271634431456832,-1.127234682153004
234,0,healthy,0.008946065902090688,-1.389001780472796
235,0,healthy,0.013378371113779836,-0.7984954371602848
236,0,healthy,0.006380069032824901,-1.421863954950152
237,0,healthy,0.00764387642262925,-1.419443658894135
238,0,healthy,0.006862990750554061,-1.0932363660162627
239,0,healthy,0.0061820299242531344,-0.8106818075336353
240,0,healthy,0.0088048135030206,-1.00000493935255
241,0,healthy,0.004364595305739341,-0.4659174401302577
242,0,healthy,0.009802094823396147,-1.0910132517316988
243,0,healthy,0.008415152872173363,-1.3641056681729138
244,0,healthy,0.014781984742085818,-0.7497594692565563
245,0,healthy,0.01594428758186512,-0.48502059113834495
246,0,healthy,0.01831127284476355,-1.161638871890034
247,0,healthy,0.015434694132590097,-0.5512334354052477
248,0,healthy,0.007833597102342238,-0.5278754321060415
249,0,healthy,0.005707218027786421,-1.3003363413676086
250,0,healthy,0.008886845733489869,-1.30645458142543
251,0,healthy,0.0034623900066862463,-1.168266278250008
252,0,healthy,0.01614282913123506,-1.1507580873843848
253,0,healthy,0.009471815620493854,-1.2767786452913352
254,0,healthy,0.003472916170032409,-1.0687234574694786
255,0,healthy,0.040262445859048535,-0.8540061822524478
256,0,healthy,0.01359002271135372,-0.3904856725083521
257,0,healthy,0.0032772404455740827,-1.1373998659040208
258,0,healthy,0.03434909884307997,-1.0422952817963091
259,0,healthy,0.003718949527097104,-1.0887050544579582
260,0,healthy,0.010268018623754836,-1.3257243041622617
261,0,healthy,0.003786413729163769,-1.1630039971445116
262,0,healthy,0.008599848837231656,-1.1385570492986332
263,0,healthy,0.018031179483795352,-0.5962546626820364
264,0,healthy,0.012170590440989903,-1.1860620143699458
265,0,healthy,0.007196339125938029,-1.3433106199985128
266,0,healthy,0.021082882897353706,-1.080164856388854
267,0,healthy,0.03578372404925815,-0.9635504485165782
268,0,healthy,0.01154242614181444,-1.1592127035947337
269,0,healthy,0.003664133084474675,-0.9226799151287448
270,0,healthy,0.00911126719513386,-0.712846329199702
271,0,healthy,0.013078224074232477,-0.8838293875569336
272,0,healthy,0.0026566638945755474,-1.0307060213724135
273,0,healthy,0.003870354687173698,-0.7748338071500385
274,0,healthy,0.004800307278996524,-1.2615328184941772
275,0,healthy,0.007873849454789982,-0.9991335237985135
276,0,healthy,0.007937563554234285,-1.2478320000384047
277,0,healthy,0.00534341188859795,-1.3466243435875391
278,0,healthy,0.009031888170467187,-1.2624784717081656
279,0,healthy,0.005146885517592863,-0.720151715535998
280,0,healthy,0.010102194855216642,-1.1715200055995085
281,0,healthy,0.0238699513257258,-0.9974547153366009
282,0,healthy,0.006484226226918468,-1.4600979097879137
283,0,healthy,0.011811682336071265,-1.1101250086299181
284,0,healthy,0.00892516269754557,-1.3132776025947104
285,0,healthy,0.013006929417950164,-0.9939393761545139
286,0,healthy,0.010932285104725457,-0.7066256756842613
287,0,healthy,0.004985507332426028,-1.294280874162805
288,0,healthy,0.007983308516698463,-1.4667162197972408
289,0,healthy,0.005452599441788655,-1.2770861554651711
290,0,healthy,0.0046722644339757076,-1.2542111251449581
291,0,healthy,0.003447353448743283,-1.3444309456349215
292,0,healthy,0.005048876695651289,-1.1163412011591456
293,0,healthy,0.013488884648613173,-1.420780633482658
294,0,healthy,0.004523060233676907,-1.1121983251776415
295,0,healthy,0.004130410496645984,-1.1568812278772134
296,0,healthy,0.0066862056872479,-0.6698792237491595
297,0,healthy,0.012196331613541018,-0.7702410465273601
298,0,healthy,0.012681900399294984,2.0121899543821367
299,0,healthy,0.004895082151199297,-1.3608723941294922
300,0,healthy,0.015932933764688666,-0.7811216897738964
301,0,healthy,0.0038487126899668937,-1.2061184326590544
302,0,healthy,0.013765876865860706,-0.8676771582741143
303,0,healthy,0.0175951261895419,-1.224096716825973
304,0,healthy,0.02538177730810125,-0.8278824291372517
305,0,healthy,0.008072356650947176,-1.4109844565321845
306,0,healthy,0.00635175840955919,-1.274965414455612
307,0,healthy,0.031991390164202334,-0.28756001338944515
308,0,healthy,0.009848383333854504,-1.2996136074654334
309,0,healthy,0.008693030748609172,-1.101639755202453
310,0,healthy,0.0085637560921572,-0.6823136753432708
311,0,healthy,0.004008935544010734,-0.9879698713231546
312,0,healthy,0.01183884892821932,-1.2102239663254437
313,0,healthy,0.007724849412240924,-1.18350534950872
314,0,healthy,0.00859438807740473,-1.3193723904370103
315,0,healthy,0.007422059834562414,-1.3327556107576992
316,0,healthy,0.008570722654920067,-1.2528653352170709
317,0,healthy,0.0034522456164985758,-0.8198045512648129
318,0,healthy,0.003351184556527194,-1.0125005833659815
319,0,healthy,0.0028500202765991797,-1.1586569257767243
320,0,healthy,0.01235225377667471,-0.7519633943835133
321,0,healthy,0.012342144468760955,-0.9721282362302777
322,0,healthy,0.0030642921977105386,-1.099408167970461
323,0,healthy,0.014475873409647084,-1.234164794518903
324,0,healthy,0.007675961522785324,-1.3912476681843975
325,0,healthy,0.00343754567375555,-1.040165346767127
326,0,healthy,0.0030051316983528446,-0.6158020280149836
327,0,healthy,0.005504596875420714,-1.1598970619926137
328,0,healthy,0.005060522714886547,-0.655225847190823
329,0,healthy,0.008951622280151986,-0.8810048746556767
330,0,healthy,0.008451311953532093,-1.3890520601932517
331,0,healthy,0.026142933314691308,-0.3309069128974782
332,0,healthy,0.011579244481365214,-1.1573746752041272
333,0,healthy,0.011664926494414142,-0.8674462686057067
334,0,healthy,0.016903482416343412,-1.1438047618022278
335,0,healthy,0.0036165100789000075,-1.183351049825414
336,0,healthy,0.00814964563188929,-1.2349358973367188
337,0,healthy,0.006565923905965182,-1.4227957093389687
338,0,healthy,0.0029581126130148877,-0.9022751600568455
339,0,healthy,0.015362743847617962,0.12107105923905692
340,0,healthy,0.004088713439605684,-1.1094129322735702
341,0,healthy,0.030317782014312646,0.6290168412454844
342,0,healthy,0.018847636043836748,-1.2903213473098543
343,0,healthy,0.008157788707615583,-0.20348092272357032
344,0,healthy,0.020410059619789124,-1.3635828130532888
345,0,healthy,0.009436238359380063,-1.3582055095294425
346,0,healthy,0.007942384209696908,-0.6215023271981348
347,0,healthy,0.0039002129792314174,-0.9780933366381719
348,0,healthy,0.005576984102303544,-1.115009672300153
349,0,healthy,0.004040231550557616,-0.49220593308590654
350,0,healthy,0.005611506585718202,-0.08866468018173368
351,0,healthy,0.00764980082560274,-1.3839973094938474
352,0,healthy,0.0099507788686106,-1.0229623568980282
353,0,healthy,0.012377661769286346,-1.0135058739625222
354,0,healthy,0.006167682350526978,-1.335941095694654
355,0,healthy,0.01690954191611475,-0.6470513824409156
356,0,healthy,0.007790439720590226,-1.2433619550778339
357,0,healthy,0.003033763981544607,-1.0832682634191633
358,0,healthy,0.0032216623833609976,-0.9044246476370272
359,0,healthy,0.005755779229088317,-1.4561218781229126
360,0,healthy,0.008617361978566204,-1.0587551968945732
361,0,healthy,0.03548005289018606,0.3911095709056731
362,0,healthy,0.024065462164428772,-0.6781272003232424
363,0,healthy,0.009394041604662324,-1.2380371042358327
364,0,healthy,0.01291223834561686,-0.2858315774176665
365,0,healthy,0.0033646242682080036,-1.0907512094297953
366,0,healthy,0.005909331902593319,-1.3448321379012746
367,0,healthy,0.009652297505713057,-0.887445844272686
368,0,healthy,0.01023508519640495,0.8513161919331007
369,0,healthy,0.004245832784979189,-1.3570334231603214
370,0,healthy,0.003148997605042367,-1.1158624485720638
371,0,healthy,0.010252977917380519,-1.14756356011101
372,0,healthy,0.006842131037304868,-1.2441812781744375
373,0,healthy,0.014858087337558163,-0.14439569862653112
374,0,healthy,0.009977364095260085,-1.3543279996504936
375,0,healthy,0.023497659031532777,-1.4035474450661445
376,0,healthy,0.007800462396567798,-1.2597948527359444
377,0,healthy,0.017551727404451455,-0.6813360352806299
378,0,healthy,0.02655111693829224,-0.9206601755292256
379,0,healthy,0.004895489303258492,-1.3341890661519793
380,0,healthy,0.0028588087636738984,-0.8600938933130493
381,0,healthy,0.004111217279254799,-1.0244848804177655
382,0,healthy,0.004349698777466411,-0.8283659135858032
383,0,healthy,0.013001907129673232,-0.8058981346258705
384,0,healthy,0.004576866507732738,-1.1879335678989724
385,0,healthy,0.003735117183331208,-0.9492130004773651
386,0,healthy,0.0033647830285539306,-1.2123113050996546
387,0,healthy,0.003468031763141161,-1.0672896641945337
388,0,healthy,0.004154669678158394,-1.1919540156957211
389,0,healthy,0.034142838414715146,-0.8908660277731615
390,0,healthy,0.008553529230164293,-1.1065111172812454
391,0,healthy,0.013912523141740104,-1.1589657563419067
392,0,healthy,0.00237318399429936,-0.20916479759119966
393,0,healthy,0.009556680869341739,-1.3236484332886933
394,0,healthy,0.0030493601871842075,-0.8312935817553724
395,0,healthy,0.0031467042570046764,-1.1559976058460784
396,0,healthy,0.011974239510948479,-0.2527452671501127
397,0,healthy,0.0053695713795771285,-1.3772889051829864
398,0,healthy,0.008000781104914772,-0.9760777943612338
399,0,healthy,0.004207729126842815,-1.2950628176771906
400,0,healthy,0.0071161786448944424,-1.2253039266540489
401,0,healthy,0.010520058983250018,-0.9203565864072631
402,0,healthy,0.003233953107797197,-1.1873642214106779
403,0,healthy,0.0058744378931322085,-1.1006931480408415
404,0,healthy,0.004989717679699939,-0.9000943938645225
405,0,healthy,0.008171267530344743,-1.1372316912729517
406,0,healthy,0.005551967317088,-1.201704745981477
407,0,healthy,0.0036477141338343293,-0.9188546680895611
408,0,healthy,0.0029168476118246584,-1.1229066843830147
409,0,healthy,0.0064141285634962,-1.1436172439350116
410,0,healthy,0.0053285201106975395,-1.2830908427274954
411,0,healthy,0.03862028684335041,0.11808984568950898
412,0,healthy,0.003996898973734916,-1.280006186367518
413,0,healthy,0.005138925171787532,-1.1885154755838903
414,0,healthy,0.004553700897254873,-1.0703009095996334
415,0,healthy,0.011584612753590911,-0.9523541397286799
416,0,healthy,0.00525576437511059,-0.9670808816134269
417,0,healthy,0.015047400254276899,-0.8869450545168194
418,0,healthy,0.006413304175060098,-0.9711704525250315
419,0,healthy,0.012368085308680415,-1.457456441371404
420,0,healthy,0.005495637496333872,-1.357607025346617
421,0,healthy,0.026260075961288105,-0.8708341264817054
422,0,healthy,0.009030700521912911,-0.9384011284137381
423,0,healthy,0.019707541130570504,-0.4291954855866482
424,0,healthy,0.007230034612917935,-1.3715300282869487
425,0,healthy,0.0065710471719014445,-0.8548324253840143
426,0,healthy,0.0037355476489903438,-1.0590622757369301
427,0,healthy,0.010243579818328725,-0.4978444959611563
428,0,healthy,0.006024631136754592,-1.2821696032893053
429,0,healthy,0.02346524926429128,-1.258524652047793
430,0,healthy,0.008397371654469106,-1.289693707416876
431,0,healthy,0.003606644496876814,-0.5841797230456445
432,0,healthy,0.017847608361287053,-1.2998202258682898
433,0,healthy,0.005627394796262544,-1.4560775011078322
434,0,healthy,0.016331828319620243,-1.0016263841039068
435,0,healthy,0.0030978693129010207,-0.9699612523691972
436,0,healthy,0.004240128088213381,-0.42947754638486124
437,0,healthy,0.013246260330729141,-1.41468872035869
438,0,healthy,0.012344130675510774,-1.0114748931452882
439,0,healthy,0.019991410107112875,-1.2986807188206244
440,0,healthy,0.0037475092084745215,-1.246744894110778
441,0,healthy,0.005119961925152941,-1.2259601736603463
442,0,healthy,0.007365264726027128,-1.4374888797741123
443,0,healthy,0.006301037018444217,-1.2816095612215275
444,0,healthy,0.012107224673307977,-0.8855208633979412
445,0,healthy,0.01936574610347019,-0.9920189132216635
446,0,healthy,0.011788516831911042,-1.470491518349628
447,0,healthy,0.005669844723183747,-1.009915282540014
448,0,healthy,0.004692561291435223,-1.2690571922216467
449,0,healthy,0.0038926354624643526,-0.5498214239681198
450,0,healthy,0.004171592935922001,-0.8016689214728938
451,0,healthy,0.0044381783375312175,-0.21309990855591288
452,0,healthy,0.04380371339957205,0.23372165377190868
453,0,healthy,0.010153922551615615,-0.34510687234523996
454,0,healthy,0.007128122081487965,-1.3173940145674088
455,0,healthy,0.002829587923404991,-1.1823349299530364
456,0,healthy,0.0031524322845168746,-0.764934686660574
457,0,healthy,0.013616888011150153,-1.5329391647612232
458,0,healthy,0.00993424501111466,-1.0821971873277692
459,0,healthy,0.002993168242056282,-0.6118456376561063
460,0,healthy,0.007668536712724069,-1.2129925790748093
461,0,healthy,0.0063971586454274415,-1.3589853660537594
462,0,healthy,0.011262899300172012,-0.9055945371584313
463,0,healthy,0.004100096407200514,-1.1508447528294399
464,0,healthy,0.01066336985261674,-1.448823436047629
465,0,healthy,0.003808142672162315,-1.001931261878414
466,0,healthy,0.004676327357206253,-1.1660022595580584
467,0,healthy,0.026814533443446312,-0.27521344353182453
468,0,healthy,0.0042454593244085,-1.0625150081636132
469,0,healthy,0.004217584208850834,-0.9204944862066258
470,0,healthy,0.010217437202337655,-1.329819601806192
471,0,healthy,0.006605743615976156,-1.28374705130435
472,0,healthy,0.04121610088547572,-0.8749806161027749
473,0,healthy,0.005193035226410974,-1.1414110729739777
474,0,healthy,0.004626653286650328,-1.0826893490318543
475,0,healthy,0.006952956467532233,-1.1320533637350065
476,0,healthy,0.011892369175726709,-0.5978528402429513
477,0,healthy,0.012643956560224566,0.015557757252449456
478,0,healthy,0.007111075920539988,-1.0574294899879755
479,0,healthy,0.009299542656661079,-0.9043488073716395
480,0,healthy,0.0027717900691155333,-1.3120977335844586
481,0,healthy,0.0032481086533794412,-0.9070341634485652
482,0,healthy,0.0031189292695775065,-1.126570164276818
483,0,healthy,0.013286848442527536,-0.990291817906459
484,0,healthy,0.007146640710227551,-0.6710699394932673
485,0,healthy,0.005364395436996121,-0.6162459749672404
486,0,healthy,0.0060210605238511464,0.18873418262746533
487,0,healthy,0.004724327466960007,-1.1290927663045949
488,0,healthy,0.00304532926555662,-1.2317434476904303
489,0,healthy,0.009068862113155846,-1.3815200574993654
490,0,healthy,0.009171980415400637,-1.0304619352010302
491,0,healthy,0.023778151616421443,-0.42341888744492806
492,0,healthy,0.019569723568430307,-0.2807461307081507
493,0,healthy,0.0037617550266929242,-1.001584765526398
494,0,healthy,0.0029526645158556267,-1.0615506650767905
495,0,healthy,0.010398495828442806,-1.2527392855061823
496,0,healthy,0.0062113593314535795,-0.9425417617699221
497,0,healthy,0.0027405884503912833,-0.41161402278171
498,0,healthy,0.002940592209901805,-0.6280804574942414
499,0,healthy,0.010518304843970459,-0.2198612842371528
500,0,healthy,0.018583690107169554,-1.2186668142601675
501,0,healthy,0.011264611463195417,-1.0682229354635941
502,0,healthy,0.027834622512572217,-1.2944936265629314
503,0,healthy,0.017167010834323166,-1.5060654058483607
504,0,healthy,0.0056896326107422086,-1.0115773855144665
505,0,healthy,0.012408835955628125,-0.9913483684682696
506,0,healthy,0.02833012836985971,-0.9958806158598446
507,0,healthy,0.0068940750735355955,-1.105417656927588
508,0,healthy,0.0028908294138154733,-0.9869447767964745
509,0,healthy,0.00881661089686526,-1.2588040290959137
510,0,healthy,0.004270517173559605,-0.4589431594139741
511,0,healthy,0.013381533906808164,-0.8773712007816439
512,0,healthy,0.0033693757644490336,-0.5426102902121928
513,0,healthy,0.016353796135129862,-0.5380975016042555
514,0,healthy,0.0063859511175696545,-1.1247736567816702
515,0,healthy,0.009664477576359258,-1.063755935097772
